State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield,Rainfall..mm.,Soil Ph Level,high Temp,low Temp,MeanTemperature,Air humidity,,,,,,,,,,,
Maharashtra,AURANGABAD,2008,Rabi       ,Safflower,10200,7400,0.73,916.9,1,40,14,26,59,,,,,,,,,,,
Maharashtra,JALGAON,2010,Kharif     ,Sesamum,14700,7400,0.5,1027.5,2,40,14,26,59,,,,,,,,,,,
Maharashtra,DHULE,2011,Kharif     ,Moong(Green Gram),18100,7400,0.41,852.6,1,31,17,24,63,,,,,,,,,,,
Maharashtra,DHULE,2012,Kharif     ,Rice,7700,7400,0.96,689.8,1,31,17,24,63,,,,,,,,,,,
Maharashtra,SOLAPUR,2014,Kharif     ,Soyabean,6300,7400,1.17,838,2,40,14,26,59,,,,,,,,,,,
Punjab,FAZILKA,2014,Rabi       ,Barley,2000,7400,3.7,382.7,1,44,34,39,32,,,,,,,,,,,
Uttar Pradesh,RAE BARELI,2006,Rabi       ,Rapeseed &Mustard,10176,7397,0.73,529.3,2,43,37,31,58,,,,,,,,,,,
West Bengal,MALDAH,2014,Summer     ,Maize,6615,7396,1.12,2322.6,0,34,13,26,76,,,,,,,,,,,
Uttar Pradesh,FIROZABAD,2013,Kharif     ,Sugarcane,154,7391,47.99,932.8,1,43,30,37,65,,,,,,,,,,,
Uttar Pradesh,KUSHI NAGAR,2009,Rabi       ,Rapeseed &Mustard,9577,7390,0.77,610.2,1,38,8,25,65,,,,,,,,,,,
Uttar Pradesh,JALAUN,2006,Rabi       ,Barley,6727,7369,1.1,529.3,1,45,34,40,61,,,,,,,,,,,
Uttar Pradesh,HAMIRPUR,2007,Rabi       ,Other  Rabi pulses,12139,7368,0.61,572.5,2,44,31,38,61,,,,,,,,,,,
West Bengal,24 PARAGANAS SOUTH,2011,Whole Year ,Sugarcane,86,7368,85.67,2418.7,1,36,13,27,75,,,,,,,,,,,
Uttar Pradesh,SONBHADRA,2006,Rabi       ,Gram,8903,7355,0.83,632.1,1,42,10,27,65,,,,,,,,,,,
Uttar Pradesh,JAUNPUR,2008,Kharif     ,Arhar/Tur,9258,7354,0.79,953.3,2,43,30,37,64,,,,,,,,,,,
Uttar Pradesh,SHAHJAHANPUR,2005,Rabi       ,Rapeseed &Mustard,7677,7351,0.96,725.7,1,44,32,38,61,,,,,,,,,,,
Uttar Pradesh,SONBHADRA,2002,Rabi       ,Masoor,11202,7349,0.66,689.1,1,42,10,27,65,,,,,,,,,,,
Uttar Pradesh,BANDA,2013,Rabi       ,Potato,347,7344,21.16,932.8,1,42,9,26,56,,,,,,,,,,,
Uttar Pradesh,GHAZIPUR,2013,Summer     ,Onion,342,7344,21.47,932.8,2,44,31,38,65,,,,,,,,,,,
West Bengal,MEDINIPUR WEST,2007,Rabi       ,Groundnut,4585,7336,1.6,2638.9,2,28,14,22,72,,,,,,,,,,,
Uttar Pradesh,CHITRAKOOT,2014,Kharif     ,Bajra,7271,7332,1.01,486.9,1,42,9,26,56,,,,,,,,,,,
Uttar Pradesh,JALAUN,2002,Whole Year ,Potato,316,7331,23.2,625.2,1,45,34,40,61,,,,,,,,,,,
Uttar Pradesh,SONBHADRA,2004,Rabi       ,Barley,11179,7328,0.66,746.9,1,42,10,27,65,,,,,,,,,,,
Uttar Pradesh,AURAIYA,2011,Rabi       ,Barley,2286,7327,3.21,777.4,2,44,38,32,56,,,,,,,,,,,
Uttar Pradesh,JALAUN,2003,Kharif     ,Bajra,15935,7325,0.46,1047.5,1,45,34,40,61,,,,,,,,,,,
West Bengal,JALPAIGURI,2009,Autumn     ,Maize,3857,7323,1.9,2324.6,0,34,29,26,77,,,,,,,,,,,
Maharashtra,BULDHANA,2003,Whole Year ,Mango,3900,7320,1.88,772.6,1,40,14,26,59,,,,,,,,,,,
Maharashtra,GADCHIROLI,2003,Whole Year ,Mango,3960,7320,1.85,772.6,0,43,13,26,58,,,,,,,,,,,
Uttar Pradesh,FIROZABAD,2002,Kharif     ,Maize,6962,7310,1.05,625.2,1,43,30,37,65,,,,,,,,,,,
Uttar Pradesh,BARABANKI,2003,Rabi       ,Rapeseed &Mustard,9206,7302,0.79,1047.5,2,43,27,35,73,,,,,,,,,,,
Uttar Pradesh,GHAZIPUR,2011,Summer     ,Onion,446,7301,16.37,777.4,2,44,31,38,65,,,,,,,,,,,
Gujarat,SABAR KANTHA,2001,Rabi       ,Rapeseed &Mustard,8700,7300,0.84,849,1,41,27,33,84,,,,,,,,,,,
Gujarat,VADODARA,2001,Rabi       ,Jowar,10400,7300,0.7,849,2,41,29,35,70,,,,,,,,,,,
Gujarat,VADODARA,2002,Summer     ,Groundnut,4100,7300,1.78,637.2,2,41,29,35,70,,,,,,,,,,,
Gujarat,DANG,2003,Kharif     ,Jowar,5500,7300,1.33,1160.3,1,37,25,21,80,,,,,,,,,,,
Gujarat,BHARUCH,2004,Kharif     ,Jowar,6600,7300,1.11,1005.8,2,39,13,28,56,,,,,,,,,,,
Gujarat,DOHAD,2004,Kharif     ,Cotton(lint),1800,7300,4.06,1005.8,1,41,23,32,78,,,,,,,,,,,
Gujarat,VADODARA,2005,Kharif     ,Bajra,7100,7300,1.03,1316.4,2,41,29,35,70,,,,,,,,,,,
Gujarat,BHARUCH,2006,Kharif     ,Jowar,5900,7300,1.24,1478,2,39,13,28,56,,,,,,,,,,,
Gujarat,BHAVNAGAR,2007,Summer     ,Bajra,3100,7300,2.35,1178.9,2,38,30,34,68,,,,,,,,,,,
Gujarat,BANAS KANTHA,2009,Rabi       ,Other Cereals & Millets,5700,7300,1.28,641.6,1,40,27,33,68,,,,,,,,,,,
Gujarat,BHAVNAGAR,2009,Kharif     ,Sesamum,24300,7300,0.3,641.6,2,38,30,34,68,,,,,,,,,,,
Gujarat,NARMADA,2010,Kharif     ,Jowar,5100,7300,1.43,1088.7,1,41,23,32,82,,,,,,,,,,,
Gujarat,PANCH MAHALS,2010,Kharif     ,Castor seed,3600,7300,2.03,1088.7,1,42,29,35,65,,,,,,,,,,,
Gujarat,PANCH MAHALS,2011,Whole Year ,Potato,300,7300,24.33,890.5,1,42,29,35,65,,,,,,,,,,,
Gujarat,KACHCHH,2012,Kharif     ,Bajra,9700,7300,0.75,714,2,38,24,30,75,,,,,,,,,,,
Maharashtra,NANDURBAR,2001,Kharif     ,Arhar/Tur,23600,7300,0.31,785.1,1,40,14,26,59,,,,,,,,,,,
Maharashtra,AKOLA,2002,Kharif     ,Urad,15200,7300,0.48,740.3,2,41,15,27,58,,,,,,,,,,,
Maharashtra,NASHIK,2002,Kharif     ,Other Kharif pulses,22400,7300,0.33,740.3,1,34,17,28,67,,,,,,,,,,,
Maharashtra,GADCHIROLI,2003,Rabi       ,Other  Rabi pulses,20500,7300,0.36,772.6,0,43,13,26,58,,,,,,,,,,,
Maharashtra,SINDHUDURG,2003,Summer     ,Groundnut,3400,7300,2.15,772.6,2,36,12,24,69,,,,,,,,,,,
Maharashtra,NANDURBAR,2004,Kharif     ,Moong(Green Gram),15900,7300,0.46,1029.5,1,40,14,26,59,,,,,,,,,,,
Uttar Pradesh,ALIGARH,2009,Kharif     ,Arhar/Tur,8856,7300,0.82,549.2,1,40,36,21,65,,,,,,,,,,,
Uttar Pradesh,KANNAUJ,2005,Whole Year ,Sweet potato,558,7299,13.08,725.7,1,43,30,36,63,,,,,,,,,,,
Uttar Pradesh,BULANDSHAHR,2006,Rabi       ,Rapeseed &Mustard,7717,7297,0.95,529.3,2,43,28,36,65,,,,,,,,,,,
West Bengal,NADIA,2013,Rabi       ,Gram,6788,7291,1.07,2406.1,2,36,13,27,75,,,,,,,,,,,
West Bengal,MALDAH,2002,Kharif     ,Mesta,824,7284,8.84,2547,0,34,13,26,76,,,,,,,,,,,
Uttar Pradesh,AZAMGARH,2006,Summer     ,Onion,625,7278,11.64,632.1,2,42,36,30,60,,,,,,,,,,,
Uttar Pradesh,AZAMGARH,2009,Kharif     ,Arhar/Tur,8796,7277,0.83,610.2,2,42,36,30,60,,,,,,,,,,,
West Bengal,PURULIA,2004,Kharif     ,Urad,14330,7277,0.51,2714.7,1,38,10,24,64,,,,,,,,,,,
Uttar Pradesh,HAMIRPUR,2011,Rabi       ,Onion,318,7274,22.87,777.4,2,44,31,38,61,,,,,,,,,,,
Uttar Pradesh,PRATAPGARH,2009,Kharif     ,Arhar/Tur,7500,7269,0.97,610.2,2,42,10,27,65,,,,,,,,,,,
Uttar Pradesh,MEERUT,2013,Rabi       ,Rapeseed &Mustard,4872,7268,1.49,932.8,1,40,8,26,63,,,,,,,,,,,
Uttar Pradesh,SULTANPUR,2009,Kharif     ,Maize,5109,7265,1.42,549.2,1,44,34,39,62,,,,,,,,,,,
Uttar Pradesh,UNNAO,2007,Kharif     ,Sweet potato,539,7257,13.46,572.5,2,40,8,25,65,,,,,,,,,,,
West Bengal,PURULIA,2001,Autumn     ,Rice,3132,7255,2.32,2612.6,1,38,10,24,64,,,,,,,,,,,
Uttar Pradesh,ALLAHABAD,2008,Kharif     ,Jowar,5203,7248,1.39,953.3,2,42,10,27,63,,,,,,,,,,,
Uttar Pradesh,PRATAPGARH,2005,Whole Year ,Sweet potato,554,7247,13.08,770.3,2,42,10,27,65,,,,,,,,,,,
West Bengal,DINAJPUR UTTAR,2008,Autumn     ,Maize,2567,7239,2.82,2689.9,1,34,13,26,76,,,,,,,,,,,
Uttar Pradesh,BULANDSHAHR,2003,Rabi       ,Rapeseed &Mustard,7595,7238,0.95,1047.5,2,43,28,36,65,,,,,,,,,,,
West Bengal,MALDAH,2007,Rabi       ,Maize,2900,7236,2.5,2638.9,0,34,13,26,76,,,,,,,,,,,
Uttar Pradesh,SHAHJAHANPUR,2003,Kharif     ,Bajra,6171,7226,1.17,1047.5,1,44,32,38,61,,,,,,,,,,,
Uttar Pradesh,MIRZAPUR,2005,Rabi       ,Potato,322,7223,22.43,770.3,1,42,10,27,65,,,,,,,,,,,
Uttar Pradesh,PRATAPGARH,2010,Kharif     ,Arhar/Tur,7082,7217,1.02,692.2,2,42,10,27,65,,,,,,,,,,,
Uttar Pradesh,MIRZAPUR,2007,Rabi       ,Other  Rabi pulses,4817,7216,1.5,741.2,1,42,10,27,65,,,,,,,,,,,
Uttar Pradesh,BARABANKI,2006,Kharif     ,Other Kharif pulses,13567,7212,0.53,529.3,2,43,27,35,73,,,,,,,,,,,
Uttar Pradesh,SONBHADRA,2008,Rabi       ,Gram,6770,7212,1.07,953.3,1,42,10,27,65,,,,,,,,,,,
Uttar Pradesh,SONBHADRA,2001,Rabi       ,Masoor,10898,7204,0.66,973.8,1,42,10,27,65,,,,,,,,,,,
West Bengal,JALPAIGURI,2004,Whole Year ,Sugarcane,106,7201,67.93,2714.7,0,34,29,26,77,,,,,,,,,,,
Gujarat,JAMNAGAR,2002,Rabi       ,Wheat,3000,7200,2.4,637.2,1,36,28,31,72,,,,,,,,,,,
Gujarat,JAMNAGAR,2002,Whole Year ,Garlic,900,7200,8,637.2,1,36,28,31,72,,,,,,,,,,,
Gujarat,AHMADABAD,2003,Rabi       ,Gram,17900,7200,0.4,1160.3,1,42,29,36,73,,,,,,,,,,,
Gujarat,AMRELI,2003,Whole Year ,Garlic,1000,7200,7.2,1160.3,1,41,28,34,56,,,,,,,,,,,
Gujarat,PORBANDAR,2003,Kharif     ,Bajra,3100,7200,2.32,1160.3,1,33,25,28,83,,,,,,,,,,,
Gujarat,PORBANDAR,2004,Kharif     ,Cotton(lint),3200,7200,2.25,1005.8,1,33,25,28,83,,,,,,,,,,,
Gujarat,PORBANDAR,2004,Rabi       ,Gram,5900,7200,1.22,1005.8,1,33,25,28,83,,,,,,,,,,,
Gujarat,RAJKOT,2004,Kharif     ,Sesamum,33500,7200,0.21,1005.8,2,41,13,28,57,,,,,,,,,,,
Gujarat,KACHCHH,2005,Whole Year ,Banana,100,7200,72,1316.4,2,38,24,30,75,,,,,,,,,,,
Gujarat,SURAT,2006,Rabi       ,Jowar,6600,7200,1.09,1478,1,42,12,28,54,,,,,,,,,,,
Gujarat,GANDHINAGAR,2009,Rabi       ,Rapeseed &Mustard,4900,7200,1.47,641.6,2,42,29,35,64,,,,,,,,,,,
Gujarat,JUNAGADH,2009,Rabi       ,Jowar,4000,7200,1.8,641.6,1,41,27,33,71,,,,,,,,,,,
Gujarat,BHARUCH,2011,Rabi       ,Other  Rabi pulses,9200,7200,0.78,890.5,2,39,13,28,56,,,,,,,,,,,
Gujarat,AMRELI,2012,Kharif     ,Groundnut,84400,7200,0.09,714,1,41,28,34,56,,,,,,,,,,,
Gujarat,DANG,2012,Kharif     ,Ragi,7700,7200,0.94,714,1,37,25,21,80,,,,,,,,,,,
Gujarat,SURENDRANAGAR,2012,Kharif     ,Sesamum,27600,7200,0.26,714,2,41,29,35,64,,,,,,,,,,,
Gujarat,VADODARA,2012,Whole Year ,Potato,300,7200,24,714,2,41,29,35,70,,,,,,,,,,,
Maharashtra,AMRAVATI,2002,Kharif     ,Rice,11000,7200,0.65,740.3,2,41,15,27,58,,,,,,,,,,,
Maharashtra,RAIGAD,2002,Kharif     ,Ragi,11000,7200,0.65,740.3,2,38,12,26,65,,,,,,,,,,,
Maharashtra,JALNA,2003,Rabi       ,Maize,3300,7200,2.18,772.6,1,31,17,24,63,,,,,,,,,,,
Maharashtra,NANDURBAR,2003,Kharif     ,Groundnut,8500,7200,0.85,772.6,1,40,14,26,59,,,,,,,,,,,
Maharashtra,SOLAPUR,2003,Whole Year ,Mango,3893,7200,1.85,772.6,2,40,14,26,59,,,,,,,,,,,
Maharashtra,BEED,2004,Kharif     ,Moong(Green Gram),8900,7200,0.81,1029.5,2,40,14,26,59,,,,,,,,,,,
Maharashtra,KOLHAPUR,2004,Summer     ,Groundnut,3000,7200,2.4,1029.5,2,36,13,24,67,,,,,,,,,,,
Maharashtra,AHMEDNAGAR,2005,Rabi       ,Safflower,21000,7200,0.34,1221.3,0,40,14,26,59,,,,,,,,,,,
Maharashtra,KOLHAPUR,2005,Summer     ,Groundnut,2700,7200,2.67,1221.3,2,36,13,24,67,,,,,,,,,,,
Maharashtra,BEED,2006,Rabi       ,Sunflower,15300,7200,0.47,1395.7,2,40,14,26,59,,,,,,,,,,,
Maharashtra,BHANDARA,2006,Kharif     ,Soyabean,8600,7200,0.84,1395.7,1,32,17,24,60,,,,,,,,,,,
Maharashtra,SINDHUDURG,2006,Summer     ,Groundnut,3400,7200,2.12,1395.7,2,36,12,24,69,,,,,,,,,,,
Maharashtra,NANDED,2009,Kharif     ,Urad,50200,7200,0.14,941.7,2,40,14,26,59,,,,,,,,,,,
Maharashtra,NANDURBAR,2009,Kharif     ,Urad,16100,7200,0.45,941.7,1,40,14,26,59,,,,,,,,,,,
Maharashtra,DHULE,2010,Rabi       ,Maize,2200,7200,3.27,1027.5,1,31,17,24,63,,,,,,,,,,,
Maharashtra,NANDURBAR,2010,Kharif     ,Groundnut,8600,7200,0.84,1027.5,1,40,14,26,59,,,,,,,,,,,
Maharashtra,DHULE,2011,Summer     ,Groundnut,5200,7200,1.38,852.6,1,31,17,24,63,,,,,,,,,,,
Maharashtra,GADCHIROLI,2011,Kharif     ,Soyabean,5900,7200,1.22,852.6,0,43,13,26,58,,,,,,,,,,,
Maharashtra,AKOLA,2012,Summer     ,Groundnut,3000,7200,2.4,689.8,2,41,15,27,58,,,,,,,,,,,
Maharashtra,BHANDARA,2012,Rabi       ,Other  Rabi pulses,22100,7200,0.33,689.8,1,32,17,24,60,,,,,,,,,,,
Maharashtra,SANGLI,2013,Kharif     ,Bajra,24200,7200,0.3,962.4,1,36,13,24,67,,,,,,,,,,,
Maharashtra,AMRAVATI,2014,Summer     ,Groundnut,4700,7200,1.53,838,2,41,15,27,58,,,,,,,,,,,
Maharashtra,JALNA,2014,Kharif     ,Moong(Green Gram),45000,7200,0.16,838,1,31,17,24,63,,,,,,,,,,,
Maharashtra,SANGLI,2014,Kharif     ,Other Kharif pulses,14400,7200,0.5,838,1,36,13,24,67,,,,,,,,,,,
Punjab,BATHINDA,2004,Whole Year ,Guar seed,9600,7200,0.75,351.7,1,45,34,39,41,,,,,,,,,,,
West Bengal,COOCHBEHAR,2003,Whole Year ,Dry chillies,6300,7200,1.14,2723.3,0,34,29,26,77,,,,,,,,,,,
Uttar Pradesh,BUDAUN,2010,Rabi       ,Masoor,6664,7197,1.08,820.7,0,43,29,36,60,,,,,,,,,,,
Uttar Pradesh,SITAPUR,2014,Kharif     ,Sweet potato,581,7197,12.39,486.9,1,43,38,32,71,,,,,,,,,,,
Uttar Pradesh,LALITPUR,2013,Rabi       ,Potato,340,7196,21.16,932.8,0,42,29,36,74,,,,,,,,,,,
Uttar Pradesh,RAMPUR,2007,Rabi       ,Barley,3251,7192,2.21,572.5,2,39,8,25,67,,,,,,,,,,,
Uttar Pradesh,AZAMGARH,2011,Rabi       ,Barley,3026,7191,2.38,781.2,2,42,36,30,60,,,,,,,,,,,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2008,Rabi       ,Barley,2004,7190,3.59,799.8,0,43,28,36,65,,,,,,,,,,,
Uttar Pradesh,CHITRAKOOT,2008,Kharif     ,Rice,9532,7187,0.75,799.8,1,42,9,26,56,,,,,,,,,,,
Uttar Pradesh,BULANDSHAHR,2005,Rabi       ,Rapeseed &Mustard,6381,7184,1.13,725.7,2,43,28,36,65,,,,,,,,,,,
West Bengal,MALDAH,2003,Kharif     ,Urad,9164,7184,0.78,2723.3,0,34,13,26,76,,,,,,,,,,,
West Bengal,NADIA,2010,Rabi       ,Groundnut,3960,7183,1.81,2612.3,2,36,13,27,75,,,,,,,,,,,
Uttar Pradesh,FATEHPUR,2011,Kharif     ,Bajra,7023,7182,1.02,777.4,2,44,30,37,63,,,,,,,,,,,
Uttar Pradesh,SULTANPUR,2002,Rabi       ,Gram,7166,7175,1,625.2,1,44,34,39,62,,,,,,,,,,,
Uttar Pradesh,LUCKNOW,2014,Summer     ,Banana,159,7173,45.11,486.9,2,44,33,39,70,,,,,,,,,,,
Uttar Pradesh,MIRZAPUR,2001,Rabi       ,Barley,5313,7171,1.35,973.8,1,42,10,27,65,,,,,,,,,,,
Uttar Pradesh,SULTANPUR,2007,Kharif     ,Jowar,8423,7165,0.85,572.5,1,44,34,39,62,,,,,,,,,,,
West Bengal,MEDINIPUR WEST,2013,Rabi       ,Groundnut,4050,7164,1.77,2406.1,2,28,14,22,72,,,,,,,,,,,
Uttar Pradesh,GHAZIABAD,2005,Kharif     ,Maize,4346,7162,1.65,725.7,2,43,28,36,70,,,,,,,,,,,
Uttar Pradesh,UNNAO,2004,Kharif     ,Jowar,6666,7158,1.07,642.3,2,40,8,25,65,,,,,,,,,,,
Uttar Pradesh,SULTANPUR,2010,Rabi       ,Peas & beans (Pulses),6003,7155,1.19,820.7,1,44,34,39,62,,,,,,,,,,,
Uttar Pradesh,BASTI,2005,Kharif     ,Maize,5571,7153,1.28,770.3,1,38,8,25,65,,,,,,,,,,,
Uttar Pradesh,SHAHJAHANPUR,2011,Kharif     ,Bajra,5753,7151,1.24,777.4,1,44,32,38,61,,,,,,,,,,,
West Bengal,24 PARAGANAS SOUTH,2004,Autumn     ,Rice,3151,7148,2.27,2714.7,1,36,13,27,75,,,,,,,,,,,
Uttar Pradesh,MORADABAD,2009,Rabi       ,Rapeseed &Mustard,6319,7144,1.13,549.2,2,43,30,37,66,,,,,,,,,,,
Uttar Pradesh,BALRAMPUR,2008,Kharif     ,Maize,8807,7142,0.81,799.8,2,41,25,33,58,,,,,,,,,,,
Uttar Pradesh,GHAZIPUR,2006,Rabi       ,Barley,4484,7141,1.59,529.3,2,44,31,38,65,,,,,,,,,,,
Uttar Pradesh,ALLAHABAD,2013,Rabi       ,Onion,351,7139,20.34,1041.4,2,42,10,27,63,,,,,,,,,,,
West Bengal,MURSHIDABAD,2008,Rabi       ,Khesari,8601,7136,0.83,2689.9,2,35,11,26,77,,,,,,,,,,,
Uttar Pradesh,ALLAHABAD,2003,Rabi       ,Masoor,7558,7135,0.94,1096.4,2,42,10,27,63,,,,,,,,,,,
West Bengal,HOWRAH,2010,Summer     ,Groundnut,4371,7133,1.63,2612.3,0,36,13,27,75,,,,,,,,,,,
Uttar Pradesh,HARDOI,2001,Kharif     ,Groundnut,11836,7125,0.6,661.7,0,40,8,25,65,,,,,,,,,,,
West Bengal,MEDINIPUR EAST,2010,Rabi       ,Rapeseed &Mustard,6435,7121,1.11,2612.3,2,28,14,22,72,,,,,,,,,,,
Uttar Pradesh,KHERI,2007,Kharif     ,Maize,8307,7119,0.86,572.5,2,44,31,37,70,,,,,,,,,,,
Uttar Pradesh,FARRUKHABAD,2008,Rabi       ,Garlic,1208,7115,5.89,799.8,1,44,30,38,60,,,,,,,,,,,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2002,Whole Year ,Potato,280,7114,25.41,625.2,0,43,28,36,65,,,,,,,,,,,
Uttar Pradesh,MAHARAJGANJ,2008,Rabi       ,Masoor,10207,7114,0.7,953.3,2,41,25,33,58,,,,,,,,,,,
West Bengal,COOCHBEHAR,2014,Autumn     ,Rice,4050,7113,1.76,2322.6,0,34,29,26,77,,,,,,,,,,,
Uttar Pradesh,BULANDSHAHR,2001,Rabi       ,Rapeseed &Mustard,6703,7112,1.06,661.7,2,43,28,36,65,,,,,,,,,,,
Uttar Pradesh,KANPUR DEHAT,2010,Rabi       ,Onion,386,7106,18.41,820.7,2,40,8,25,65,,,,,,,,,,,
West Bengal,COOCHBEHAR,2013,Autumn     ,Rice,4170,7106,1.7,2406.1,0,34,29,26,77,,,,,,,,,,,
West Bengal,BIRBHUM,2010,Autumn     ,Rice,2619,7105,2.71,2612.3,2,35,13,26,75,,,,,,,,,,,
West Bengal,NADIA,2012,Rabi       ,Groundnut,3910,7104,1.82,2632.2,2,36,13,27,75,,,,,,,,,,,
Uttar Pradesh,BUDAUN,2007,Rabi       ,Masoor,5628,7103,1.26,572.5,0,43,29,36,60,,,,,,,,,,,
West Bengal,PURULIA,2005,Rabi       ,Wheat,3247,7101,2.19,2807.7,1,38,10,24,64,,,,,,,,,,,
Gujarat,VALSAD,2002,Whole Year ,Onion,200,7100,35.5,637.2,1,36,15,28,67,,,,,,,,,,,
Gujarat,PANCH MAHALS,2003,Summer     ,Groundnut,4300,7100,1.65,1160.3,1,42,29,35,65,,,,,,,,,,,
Gujarat,SABAR KANTHA,2003,Rabi       ,Rapeseed &Mustard,4900,7100,1.45,1160.3,1,41,27,33,84,,,,,,,,,,,
Gujarat,RAJKOT,2004,Kharif     ,Jowar,7400,7100,0.96,1005.8,2,41,13,28,57,,,,,,,,,,,
Gujarat,VADODARA,2006,Rabi       ,Other Cereals & Millets,5500,7100,1.29,1478,2,41,29,35,70,,,,,,,,,,,
Gujarat,AMRELI,2010,Summer     ,Groundnut,4000,7100,1.78,1088.7,1,41,28,34,56,,,,,,,,,,,
Gujarat,ANAND,2010,Rabi       ,Maize,3600,7100,1.97,1088.7,1,42,12,28,54,,,,,,,,,,,
Gujarat,NARMADA,2010,Summer     ,Groundnut,4000,7100,1.78,1088.7,1,41,23,32,82,,,,,,,,,,,
Gujarat,SABAR KANTHA,2010,Summer     ,Moong(Green Gram),12000,7100,0.59,1088.7,1,41,27,33,84,,,,,,,,,,,
Maharashtra,OSMANABAD,2002,Kharif     ,Maize,10900,7100,0.65,740.3,0,40,14,26,59,,,,,,,,,,,
Maharashtra,PUNE,2002,Rabi       ,Safflower,16600,7100,0.43,740.3,2,31,16,23,65,,,,,,,,,,,
Maharashtra,DHULE,2003,Summer     ,Groundnut,6300,7100,1.13,772.6,1,31,17,24,63,,,,,,,,,,,
Maharashtra,OSMANABAD,2003,Rabi       ,Safflower,36900,7100,0.19,772.6,0,40,14,26,59,,,,,,,,,,,
Maharashtra,PARBHANI,2003,Kharif     ,Bajra,9700,7100,0.73,772.6,2,40,14,26,59,,,,,,,,,,,
Maharashtra,KOLHAPUR,2005,Rabi       ,Gram,9200,7100,0.77,1221.3,2,36,13,24,67,,,,,,,,,,,
Maharashtra,SOLAPUR,2005,Kharif     ,Sunflower,12100,7100,0.59,1221.3,2,40,14,26,59,,,,,,,,,,,
Maharashtra,AURANGABAD,2006,Kharif     ,Moong(Green Gram),8800,7100,0.81,1395.7,1,40,14,26,59,,,,,,,,,,,
Maharashtra,AURANGABAD,2006,Rabi       ,Maize,2200,7100,3.23,1395.7,1,40,14,26,59,,,,,,,,,,,
Maharashtra,JALNA,2006,Rabi       ,Maize,3400,7100,2.09,1395.7,1,31,17,24,63,,,,,,,,,,,
Maharashtra,PARBHANI,2006,Rabi       ,Sunflower,12700,7100,0.56,1395.7,2,40,14,26,59,,,,,,,,,,,
Maharashtra,SOLAPUR,2006,Kharif     ,Sunflower,13900,7100,0.51,1395.7,2,40,14,26,59,,,,,,,,,,,
Maharashtra,AURANGABAD,2008,Kharif     ,Jowar,4000,7100,1.78,916.9,1,40,14,26,59,,,,,,,,,,,
Maharashtra,NASHIK,2009,Rabi       ,Jowar,9500,7100,0.75,941.7,1,34,17,28,67,,,,,,,,,,,
Maharashtra,KOLHAPUR,2010,Rabi       ,Gram,8500,7100,0.84,1027.5,2,36,13,24,67,,,,,,,,,,,
Maharashtra,NANDURBAR,2012,Kharif     ,Arhar/Tur,18700,7100,0.38,689.8,1,40,14,26,59,,,,,,,,,,,
Maharashtra,NASHIK,2012,Kharif     ,Niger seed,21700,7100,0.33,689.8,1,34,17,28,67,,,,,,,,,,,
Maharashtra,BHANDARA,2013,Kharif     ,Arhar/Tur,11300,7100,0.63,962.4,1,32,17,24,60,,,,,,,,,,,
Maharashtra,NASHIK,2013,Kharif     ,Arhar/Tur,10100,7100,0.7,962.4,1,34,17,28,67,,,,,,,,,,,
Maharashtra,OSMANABAD,2014,Rabi       ,Wheat,24100,7100,0.29,838,0,40,14,26,59,,,,,,,,,,,
Uttar Pradesh,MAHARAJGANJ,2012,Summer     ,Banana,159,7100,44.65,602.7,2,41,25,33,58,,,,,,,,,,,
West Bengal,MEDINIPUR EAST,2014,Kharif     ,Jute,557,7099,12.75,2322.6,2,28,14,22,72,,,,,,,,,,,
Uttar Pradesh,BARABANKI,2013,Summer     ,Banana,163,7097,43.54,932.8,2,43,27,35,73,,,,,,,,,,,
Uttar Pradesh,AZAMGARH,2005,Rabi       ,Barley,4240,7094,1.67,770.3,2,42,36,30,60,,,,,,,,,,,
West Bengal,NADIA,2013,Rabi       ,Peas & beans (Pulses),6902,7093,1.03,2406.1,2,36,13,27,75,,,,,,,,,,,
Uttar Pradesh,FARRUKHABAD,2011,Rabi       ,Onion,310,7091,22.87,777.4,1,44,30,38,60,,,,,,,,,,,
West Bengal,MURSHIDABAD,2007,Whole Year ,Dry chillies,4540,7080,1.56,2638.9,2,35,11,26,77,,,,,,,,,,,
Uttar Pradesh,SITAPUR,2008,Kharif     ,Maize,16461,7078,0.43,799.8,1,43,38,32,71,,,,,,,,,,,
Maharashtra,AHMEDNAGAR,2003,Whole Year ,Grapes,331,7074,21.37,772.6,0,40,14,26,59,,,,,,,,,,,
Uttar Pradesh,HAMIRPUR,2013,Rabi       ,Rapeseed &Mustard,14083,7073,0.5,932.8,2,44,31,38,61,,,,,,,,,,,
Uttar Pradesh,SULTANPUR,2008,Kharif     ,Arhar/Tur,6936,7070,1.02,799.8,1,44,34,39,62,,,,,,,,,,,
Uttar Pradesh,CHANDAULI,2007,Kharif     ,Bajra,4899,7069,1.44,741.2,0,43,30,37,68,,,,,,,,,,,
Uttar Pradesh,BAREILLY,2005,Whole Year ,Sweet potato,540,7064,13.08,725.7,2,41,27,34,60,,,,,,,,,,,
West Bengal,JALPAIGURI,2013,Summer     ,Groundnut,3212,7063,2.2,2406.1,0,34,29,26,77,,,,,,,,,,,
